,node0,node1,weight
1224,ready,warm,2
1225,ready,organized,2
1226,ready,stimulated,2
1227,ready,secured,2
1228,ready,fast,2
1229,ready,frozen,2
1230,ready,realized,2
1231,ready,taken,2
1232,ready,put,2
1233,ready,dictated,2
1234,ready,flying,2
1235,ready,speedy,2
1236,ready,done,2
1237,ready,manipulated,2
1238,ready,entrapped,2
1239,ready,dressed,2
1240,ready,ordered,2
1241,ready,faking,2
1242,ready,prompt,2
1243,ready,found,2
1244,ready,warmer,2
1245,ready,developing,2
1246,ready,fit,2
1247,ready,clear,2
1248,ready,agile,2
1249,ready,mess,2
1250,ready,limited,2
1251,ready,trained,2
1252,ready,framed,2
1253,ready,cooking,1
1254,inspired,prompt,1
1255,inspired,thrill,2
1256,lazy,slothful,1
1257,lazy,wasted,2
1258,startled,part,2
1259,startled,rise,2
1260,entertained,mean,2
1261,entertained,appreciation,2
1262,entertained,control,2
1263,entertained,entertain,1
1264,regret,grief,2
1265,regret,sorrow,1
1266,regret,grieved,2
1267,regret,grieving,2
1268,clever,sly,1
1269,clever,crafty,1
1270,clever,cunning,0
1271,clever,tricky,2
1272,clever,cute,1
1273,clever,dodgy,2
1274,strong,affectionate,2
1275,strong,secure,1
1276,strong,pissed,2
1277,strong,warm,1
1278,strong,assured,2
1279,strong,better,2
1280,strong,concentrated,2
1281,strong,loyal,2
1282,strong,tender,2
1283,strong,tough,2
1284,strong,secured,2
1285,strong,fast,2
1286,strong,safer,2
1287,strong,heavy,2
1288,strong,steadfast,2
1289,strong,soaked,2
1290,strong,insured,2
1291,strong,steady,2
1292,strong,whole,2
1293,strong,stronger,1
1294,strong,loaded,2
1295,strong,punishing,2
1296,strong,dependable,2
1297,strong,hard,1
1298,strong,warmer,1
1299,strong,besotted,2
1300,strong,untouchable,2
1301,strong,wet,2
1302,strong,significant,2
1303,strong,firm,0
1304,strong,stiff,1
1305,strong,unwavering,2
1306,strong,difficult,2
1307,apprehensive,distressed,2
1308,apprehensive,concern,2
1309,apprehensive,worry,2
1310,apprehensive,disturbed,2
1311,focused,stress,2
1312,optimistic,approving,2
1313,rejected,contempt,2
1314,rejected,disdain,1
1315,rejected,scorn,1
1316,rejected,spurned,1
1317,rejected,jilted,1
1318,discouraged,disheartened,1
1319,discouraged,demoralized,1
1320,discouraged,dishearten,2
1321,discouraged,caution,1
1322,expectant,giving,2
1323,expectant,boastful,2
1324,expectant,magnanimous,2
1325,expectant,heavy,1
1326,expectant,large,1
1327,expectant,overweight,2
1328,expectant,neat,2
1329,expectant,big,1
1330,expectant,adult,2
1331,expectant,grievous,2
1332,expectant,outstanding,2
1333,expectant,punishing,2
1334,expectant,hard,2
1335,expectant,anticipative,1
1336,expectant,grave,2
1337,expectant,handsome,2
1338,expectant,sullen,2
1339,enjoyment,used,2
1340,enjoyment,delight,1
1341,enjoyment,purpose,2
1342,lost,unlucky,2
1343,lost,disoriented,1
1344,lost,bewildered,1
1345,lost,doomed,1
1346,lost,disjointed,2
1347,lost,broken,2
1348,lost,obsessed,2
1349,lost,lack,2
1350,lost,preoccupied,1
1351,lost,missed,1
1352,lost,beat,2
1353,lost,baffled,1
1354,lost,alienated,2
1355,lost,ache,2
1356,distressed,concern,2
1357,distressed,worry,2
1358,distressed,disturbed,1
1359,distressed,crazy,2
1360,distressed,troubled,2
1361,distressed,stress,2
1362,distressed,broken,2
1363,distressed,trouble,2
1364,distressed,disturb,2
1365,distressed,distress,1
1366,distressed,try,2
1367,alarmed,alert,1
1368,alarmed,shock,2
1369,alarmed,lively,2
1370,alarmed,alive,2
1371,alarmed,awake,2
1372,alarmed,merry,2
1373,alarmed,watchful,2
1374,alarmed,outrage,2
1375,alarmed,consternation,2
1376,alarmed,alarm,0
1377,free,vindicated,2
1378,free,giving,2
1379,free,needy,2
1380,free,abandoned,2
1381,free,empty,2
1382,free,resigned,0
1383,free,isolated,2
1384,free,uncaring,2
1385,free,complete,2
1386,free,relax,2
1387,free,liberated,1
1388,free,saved,2
1389,free,destitute,1
1390,free,turned,2
1391,free,detached,1
1392,free,open,2
1393,free,big,2
1394,free,alleviated,2
1395,free,going,2
1396,free,tolerant,2
1397,free,still,2
1398,free,loss,2
1399,free,disengaged,1
1400,free,freed,1
1401,free,bleak,2
1402,free,clear,2
1403,free,exonerated,2
1404,free,eased,2
1405,free,loose,1
1406,free,barren,1
1407,free,handsome,2
1408,free,escaped,2
1409,free,redundant,2
1410,free,released,1
1411,free,promiscuous,2
1412,enlightened,vindicated,2
1413,enlightened,educated,1
1414,enlightened,clean,2
1415,enlightened,tidy,2
1416,enlightened,open,2
1417,enlightened,clear,0
1418,enlightened,exonerated,2
1419,jealous,greedy,2
1420,jealous,envious,1
1421,appreciated,respect,2
1422,appreciated,award,2
1423,appreciated,apprehended,0
1424,suspicious,funny,1
1425,suspicious,wary,1
1426,suspicious,distrust,2
1427,suspicious,odd,2
1428,suspicious,mistrusting,2
1429,suspicious,mirthful,2
1430,suspicious,distrusting,2
1431,suspicious,laughable,2
1432,suspicious,mistrust,2
1433,suspicious,suspecting,2
1434,suspicious,leery,1
1435,kind,organized,2
1436,kind,tolerant,1
1437,kind,amiable,2
1438,uneasy,restless,0
1439,uneasy,clumsy,2
1440,uneasy,unsatisfied,1
1441,uneasy,nauseous,2
1442,uneasy,inept,2
1443,uneasy,spooky,2
1444,uneasy,queasy,1
1445,uneasy,sticky,2
1446,uneasy,loathsome,2
1447,uneasy,nauseated,2
1448,uneasy,offensive,2
1449,sneaky,stealthy,1
1450,sneaky,stalker,2
1451,down,humiliated,2
1452,down,miserable,2
1453,down,greedy,2
1454,down,downhearted,1
1455,down,listless,2
1456,down,crushed,2
1457,down,humbled,2
1458,down,broken,2
1459,down,humble,2
1460,down,low,1
1461,down,popular,2
1462,down,small,2
1463,down,naughty,2
1464,down,experienced,2
1465,down,gloomy,1
1466,down,torn,2
1467,down,dispirited,1
1468,down,plenty,2
1469,down,stern,2
1470,down,relentless,2
1471,down,neat,2
1472,down,blue,1
1473,down,depression,2
1474,down,taken,2
1475,down,daddy,2
1476,down,downcast,1
1477,down,sulky,2
1478,down,grim,1
1479,down,dark,2
1480,down,dressed,2
1481,down,wasted,2
1482,down,defeat,2
1483,down,eating,2
1484,down,control,2
1485,down,mess,2
1486,down,unforgiving,2
1487,down,packed,2
1488,healthy,intelligent,0
1489,healthy,better,2
1490,healthy,heavy,2
1491,healthy,tidy,1
1492,healthy,gone,2
1493,healthy,respectable,1
1494,healthy,thinking,2
1495,healthy,honorable,2
1496,healthy,going,2
1497,healthy,healthier,1
1498,remorseful,contrite,0
1499,cheerful,upbeat,0
1500,cheerful,well-being,1
1501,energetic,industrious,0
1502,energetic,hardworking,1
1503,wanted,hope,2
1504,wanted,lack,2
1505,wanted,valued,2
1506,wanted,motivation,2
1507,wanted,need,1
1508,wanted,cherished,0
1509,wanted,want,1
1510,wanted,cute,2
1511,concern,busy,2
1512,concern,connected,2
1513,concern,worry,1
1514,concern,disturbed,2
1515,concern,engaged,2
1516,concern,cared,2
1517,concern,occupied,1
1518,concern,touched,1
1519,concern,annoyance,2
1520,concern,worrisome,2
1521,concern,dread,2
1522,concern,irritation,2
1523,concern,vexed,2
1524,concern,engrossed,2
1525,concern,moved,2
1526,concern,annoying,2
1527,concern,feared,2
1528,concern,trouble,2
1529,concern,absorbed,2
1530,concern,feeling,2
1531,concern,rivaled,2
1532,concern,disturb,2
1533,concern,worries,1
1534,concern,interesting,0
1535,concern,invaded,2
1536,concern,fright,2
1537,concern,taken,2
1538,concern,filled,2
1539,concern,revived,2
1540,concern,poignant,2
1541,concern,liking,2
1542,concern,related,1
1543,concern,caution,2
1544,concern,attention,2
1545,busy,worry,2
1546,busy,engaged,1
1547,busy,occupied,1
1548,busy,grumpy,2
1549,busy,picky,2
1550,busy,engrossed,2
1551,busy,absorbed,2
1552,busy,worries,2
1553,busy,interesting,2
1554,busy,invaded,2
1555,busy,taken,2
1556,busy,filled,2
1557,busy,particular,2
1558,vindicated,clean,2
1559,vindicated,realized,2
1560,vindicated,open,2
1561,vindicated,clear,1
1562,vindicated,exonerated,1
1563,vindicated,illuminated,2
1564,mean,intelligent,2
1565,mean,pissed,2
1566,mean,hateful,0
1567,mean,involved,2
1568,mean,close,2
1569,mean,sense,2
1570,mean,humble,2
1571,mean,fast,2
1572,mean,fair,2
1573,mean,entertaining,2
1574,mean,grounded,2
1575,mean,soaked,2
1576,mean,thinking,1
1577,mean,believed,2
1578,mean,involving,2
1579,mean,closer,2
1580,mean,loaded,2
1581,mean,home,2
1582,mean,average,0
1583,mean,found,2
1584,mean,besotted,2
1585,mean,ordinary,2
1586,mean,wet,2
1587,mean,entertain,2
1588,mean,significant,2
1589,mean,mediocre,2
1590,mean,stiff,2
1591,mean,nasty,2
1592,mean,represented,2
1593,full,secure,2
1594,full,satiated,2
1595,full,better,1
1596,full,broke,2
1597,full,improved,2
1598,full,serious,2
1599,full,broken,2
1600,full,honest,2
1601,full,safer,2
1602,full,right,2
1603,full,sated,2
1604,full,well,2
1605,full,respectable,2
1606,full,honorable,2
1607,full,filled,2
1608,full,tolerant,2
1609,full,proficient,2
1610,full,dependable,2
1611,full,effective,2
1612,full,rise,2
1613,full,skillful,2
1614,dejected,consternation,2
1615,dejected,alarm,2
1616,horrified,alert,2
1617,horrified,shock,2
1618,horrified,outrage,2
1619,horrified,consternation,2
1620,horrified,alarm,0
1621,normal,dominating,2
1622,normal,found,2
1623,forgetful,inadequate,2
1624,forgetful,poor,2
1625,forgetful,dead,2
1626,forgetful,oblivious,0
1627,dissatisfied,disgruntled,0
1628,dumb,boring,2
1629,dumb,dull,1
1630,dumb,slow,1
1631,dumb,understood,2
1632,dumb,sluggish,2
1633,dumb,heavy,1
1634,dumb,faint,2
1635,dumb,speechless,0
1636,dumb,mute,1
1637,dumb,still,2
1638,dumb,bleak,2
1639,dumb,numb,2
1640,dumb,vague,2
1641,connected,attached,1
1642,connected,committed,2
1643,connected,bond,2
1644,connected,familiar,2
1645,shy,timid,1
1646,shy,faint,2
1647,devastated,terror,2
1648,devastated,wild,2
1649,devastated,bleak,2
1650,devastated,barren,2
1651,doubtful,dubious,0
1652,doubtful,tentative,0
1653,affectionate,warm,0
1654,affectionate,sore,2
1655,affectionate,tender,0
1656,affectionate,cranky,2
1657,affectionate,stronger,2
1658,affectionate,warmer,0
1659,affectionate,sensitive,2
1660,special,funny,2
1661,special,picky,2
1662,special,odd,2
1663,special,exceptional,1
1664,special,limited,1
1665,special,particular,1
1666,special,redundant,2
1667,distracted,worry,2
1668,distracted,trouble,1
1669,distracted,disturb,2
1670,distracted,avoid,2
1671,distracted,bother,2
1672,distracted,distrait,0
1673,secure,warm,2
1674,secure,assured,1
1675,secure,better,1
1676,secure,broke,2
1677,secure,improved,2
1678,secure,reassured,2
1679,secure,serious,2
1680,secure,controlling,2
1681,secure,secured,1
1682,secure,broken,2
1683,secure,honest,2
1684,secure,reliable,2
1685,secure,controlled,2
1686,secure,fearless,2
1687,secure,frozen,2
1688,secure,safer,1
1689,secure,right,2
1690,secure,well,2
1691,secure,respectable,2
1692,secure,insured,1
1693,secure,safety,2
1694,secure,honorable,2
1695,secure,stronger,1
1696,secure,proficient,2
1697,secure,dependable,1
1698,secure,hard,2
1699,secure,warmer,2
1700,secure,effective,2
1701,secure,untouchable,2
1702,secure,control,2
1703,secure,mess,2
1704,secure,skillful,2
1705,secure,attachment,2
1706,secure,limited,2
1707,secure,promise,2
1708,secure,cooking,2
1709,secure,firm,2
1710,secure,stiff,2
1711,inquisitive,skeptical,2
1712,inquisitive,wonder,2
1713,inquisitive,questioning,0
1714,inquisitive,inquiring,2
1715,inquisitive,wondering,1
1716,inquisitive,doubting,2
1717,energized,awake,1
1718,energized,excite,1
1719,energized,steady,2
1720,energized,poise,2
1721,exhilarated,drunk,2
1722,exhilarated,chill,2
1723,exhilarated,thrill,1
1724,pained,offended,1
1725,pained,worry,2
1726,pained,shock,2
1727,pained,annoyance,2
1728,pained,trouble,1
1729,pained,disturb,2
1730,pained,distress,2
1731,pained,outrage,2
1732,pained,bother,2
1733,pained,hurting,2
1734,pained,wounded,2
1735,pained,ache,2
1736,heartbroken,despondent,1
1737,heartbroken,brokenhearted,0
1738,cool,chill,0
1739,cool,scary,2
1740,cool,poised,2
1741,cool,calmed,2
1742,cool,feeble,2
1743,cool,chilled,1
1744,cool,balanced,2
1745,cool,poise,1
1746,cool,thrill,2
1747,cool,shivering,1
1748,pressured,pressure,1
1749,pressured,whole,2
1750,pressured,strength,2
1751,pressured,power,2
1752,humiliated,miserable,2
1753,humiliated,better,2
1754,humiliated,downhearted,2
1755,humiliated,crushed,1
1756,humiliated,humbled,1
1757,humiliated,part,2
1758,humiliated,broken,1
1759,humiliated,humble,1
1760,humiliated,low,1
1761,humiliated,mortified,1
1762,humiliated,small,2
1763,humiliated,gloomy,2
1764,humiliated,embarrass,2
1765,humiliated,dispirited,2
1766,humiliated,blue,2
1767,humiliated,depression,2
1768,humiliated,beat,2
1769,humiliated,downcast,2
1770,humiliated,grim,2
1771,humiliated,discover,2
1772,humiliated,chagrined,2
1773,encouraged,improvement,2
1774,encouraged,rise,2
1775,dedicated,giving,2
1776,dedicated,blessed,2
1777,dedicated,devoted,2
1778,dedicated,committed,2
1779,dedicated,open,2
1780,dedicated,sacred,2
1781,dedicated,put,2
1782,dedicated,ordered,2
1783,dedicated,blesses,2
1784,dedicated,bless,2
1785,fortunate,prosperous,2
1786,brave,daring,2
1787,brave,festive,1
1788,brave,courageous,0
1789,brave,jovial,1
1790,brave,merry,2
1791,brave,jolly,2
1792,brave,supported,2
1793,brave,fearless,1
1794,brave,supporting,2
1795,brave,hardy,1
1796,brave,mirthful,2
1797,brave,cheery,1
1798,brave,gone,2
1799,brave,worn,2
1800,brave,going,2
1801,important,authoritative,0
1802,important,significant,0
1803,trusting,hope,1
1804,trusting,trustful,0
1805,trusting,confidence,2
1806,trusting,want,2
1807,trusting,put,2
1808,trusting,promise,2
1809,refreshed,wise,2
1810,refreshed,clean,2
1811,refreshed,invigorated,1
1812,refreshed,fresh,1
1813,refreshed,sassy,2
1814,refreshed,sweet,2
1815,refreshed,wiser,2
1816,refreshed,reinvigorated,1
1817,refreshed,smarter,2
1818,alone,unique,0
1819,alone,whole,2
1820,hurried,energy,2
1821,hurried,rushing,2
1822,hurried,thrill,2
1823,offended,shock,1
1824,offended,better,2
1825,offended,irritation,2
1826,offended,part,2
1827,offended,trouble,2
1828,offended,distress,2
1829,offended,outrage,1
1830,offended,alarm,1
1831,offended,wounded,2
1832,offended,discover,2
1833,offended,ache,2
1834,knowledgeable,wise,2
1835,knowledgeable,cozy,2
1836,knowledgeable,learned,1
1837,knowledgeable,confidant,2
1838,knowledgeable,intimate,0
1839,knowledgeable,wiser,2
1840,knowledgeable,familiar,2
1841,knowledgeable,discover,2
1842,knowledgeable,knowing,1
1843,panic,terror,1
1844,panic,scare,1
1845,panic,panicky,2
1846,panic,fright,1
1847,panic,frighten,1
1848,superior,controlling,2
1849,superior,professional,2
1850,superior,controlled,2
1851,superior,dominating,2
1852,superior,winner,2
1853,superior,control,2
1854,agitated,worry,2
1855,agitated,excite,1
1856,agitated,trouble,2
1857,agitated,pressure,2
1858,agitated,disturb,1
1859,agitated,energy,2
1860,agitated,beat,2
1861,agitated,bother,2
1862,agitated,burden,2
1863,agitated,thrill,2
1864,compassionate,shame,2
1865,compassionate,compassion,2
1866,compassionate,pity,1
1867,restless,unsatisfied,0
1868,restless,queasy,2
1869,funny,drunk,2
1870,funny,unique,2
1871,funny,jovial,2
1872,funny,merry,2
1873,funny,jolly,2
1874,funny,spoiled,2
1875,funny,wary,2
1876,funny,distrust,2
1877,funny,odd,1
1878,funny,ridiculous,2
1879,funny,idiotic,2
1880,funny,mistrusting,2
1881,funny,mirthful,1
1882,funny,thwarted,2
1883,funny,distrusting,2
1884,funny,laughable,1
1885,funny,baffled,2
1886,funny,mistrust,2
1887,funny,suspecting,2
1888,funny,particular,2
1889,funny,leery,2
1890,giving,capable,2
1891,giving,better,2
1892,giving,empowered,2
1893,giving,undecided,2
1894,giving,boastful,2
1895,giving,part,2
1896,giving,receptive,2
1897,giving,magnanimous,2
1898,giving,heavy,2
1899,giving,large,2
1900,giving,appreciation,2
1901,giving,open,1
1902,giving,gifted,2
1903,giving,award,2
1904,giving,big,1
1905,giving,put,2
1906,giving,adult,2
1907,giving,own,2
1908,giving,tolerant,2
1909,giving,show,2
1910,giving,plentiful,2
1911,giving,found,2
1912,giving,clear,2
1913,giving,hap,2
1914,giving,discover,2
1915,giving,control,2
1916,giving,bless,2
1917,giving,loose,2
1918,giving,entertain,2
1919,giving,handsome,1
1920,giving,opened,2
1921,giving,try,2
1922,social,sociable,1
1923,carefree,unworried,0
1924,capable,undecided,2
1925,capable,receptive,2
1926,capable,open,1
1927,capable,able,0
1928,capable,clear,2
1929,capable,loose,2
1930,capable,dependent,2
1931,capable,opened,2
1932,clumsy,incompetent,1
1933,clumsy,incapable,2
1934,clumsy,inept,1
1935,clumsy,sticky,2
1936,incompetent,incapable,0
1937,incompetent,inept,2
1938,furious,enraged,1
1939,furious,hot,2
1940,furious,crazy,2
1941,furious,angered,0
1942,furious,fantastic,2
1943,furious,violent,2
1944,furious,rage,2
1945,furious,wild,1
1946,furious,infuriated,1
1947,furious,fierce,1
1948,furious,bother,2
1949,furious,savage,1
1950,furious,boisterous,2
1951,nice,better,2
1952,nice,gracious,1
1953,nice,right,2
1954,nice,proficient,2
1955,nice,courteous,1
1956,nice,skillful,1
1957,worry,perplexed,2
1958,worry,disturbed,2
1959,worry,bothered,2
1960,worry,engaged,2
1961,worry,cared,1
1962,worry,occupied,1
1963,worry,amazing,2
1964,worry,puzzled,2
1965,worry,touched,2
1966,worry,troubled,2
1967,worry,annoyance,2
1968,worry,bewildered,2
1969,worry,worrisome,2
1970,worry,inconvenienced,2
1971,worry,irritation,2
1972,worry,vexed,1
1973,worry,dumbfounded,2
1974,worry,engrossed,2
1975,worry,perturbed,2
1976,worry,stuck,2
1977,worry,annoying,2
1978,worry,harried,2
1979,worry,trouble,1
1980,worry,absorbed,2
1981,worry,disturb,2
1982,worry,worries,1
1983,worry,interesting,1
1984,worry,invaded,2
1985,worry,bothersome,2
1986,worry,taken,2
1987,worry,beat,2
1988,worry,filled,2
1989,worry,stupefied,2
1990,worry,irritating,2
1991,worry,baffled,2
1992,worry,bother,2
1993,worry,mystified,2
1994,worry,liking,2
1995,worry,related,2
1996,worry,caution,2
1997,worry,attention,2
1998,satisfaction,gratification,0
1999,satisfaction,atonement,0
2000,understanding,sympathy,1
2001,understanding,dread,2
2002,understanding,appreciation,2
2003,understanding,apprehension,1
2004,understanding,show,2
2005,understanding,apprehended,2
2006,understanding,clear,2
2007,understanding,discover,2
2008,understanding,intellectual,2
2009,understanding,control,2
2010,understanding,fancy,2
2011,thoughtful,attentive,0
2012,thoughtful,careful,2
2013,alert,active,1
2014,alert,lively,0
2015,alert,festive,2
2016,alert,aroused,2
2017,alert,dismayed,2
2018,alert,alive,1
2019,alert,appalled,2
2020,alert,jovial,2
2021,alert,awake,0
2022,alert,merry,0
2023,alert,fantastic,2
2024,alert,fresh,2
2025,alert,jolly,2
2026,alert,wonderful,2
2027,alert,peppy,2
2028,alert,spirited,2
2029,alert,watchful,0
2030,alert,animated,2
2031,alert,mirthful,2
2032,alert,wondrous,2
2033,alert,resilient,2
2034,alert,consternation,2
2035,alert,sleepless,2
2036,alert,alarm,0
2037,alert,insomniac,2
2038,alert,marvelous,2
2039,alert,alerted,1
2040,alert,bouncy,2
2041,needy,broken,2
2042,needy,destitute,0
2043,needy,barren,1
2044,romantic,amorous,1
2045,satiated,stuffed,2
2046,satiated,sated,2
2047,satiated,satisfy,2
2048,satiated,filled,2
2049,comforted,comfort,0
2050,comforted,rest,2
2051,comforted,relaxation,2
2052,comforted,still,2
2053,okay,fine,1
2054,okay,OK,1
2055,okay,alright,1
2056,okay,approval,2
2057,okay,approving,1
2058,inadequate,miserable,2
2059,inadequate,poor,0
2060,inadequate,dead,2
2061,inadequate,pathetic,2
2062,inadequate,pitiful,2
2063,inadequate,piteous,2
2064,giddy,pathetic,2
2065,giddy,goofy,2
2066,giddy,ridiculous,2
2067,giddy,lightheaded,1
2068,giddy,dizzy,1
2069,giddy,faint,1
2070,perplexed,dead,2
2071,perplexed,disturb,2
2072,perplexed,astonish,1
2073,perplexed,put,2
2074,perplexed,beat,1
2075,perplexed,bond,2
2076,perplexed,bother,2
2077,educated,gear,2
2078,educated,uprise,2
2079,educated,clear,2
2080,educated,rise,2
2081,flustered,perturbed,1
2082,flustered,trouble,2
2083,honored,respect,1
2084,honored,award,2
2085,honored,discover,2
2086,intelligent,better,2
2087,intelligent,heavy,2
2088,intelligent,tidy,2
2089,intelligent,gone,2
2090,intelligent,respectable,2
2091,intelligent,thinking,1
2092,intelligent,going,2
2093,intelligent,healthier,1
2094,enraged,angered,0
2095,enraged,wild,2
2096,enraged,infuriated,1
2097,enraged,fierce,2
2098,enraged,savage,2
2099,fine,OK,0
2100,fine,alright,1
2101,fine,victimized,2
2102,fine,approving,2
2103,saddened,sadden,0
2104,cold,frozen,2
2105,active,alive,0
2106,active,awake,2
2107,active,animated,1
2108,active,dynamic,0
2109,skeptical,wonder,2
2110,skeptical,disbelieving,0
2111,skeptical,doubt,2
2112,skeptical,questioning,1
2113,skeptical,inquiring,2
2114,skeptical,unbelieving,1
2115,skeptical,wondering,2
2116,skeptical,doubting,1
2117,fascinated,delight,2
2118,fascinated,mesmerized,1
2119,fascinated,apprehension,2
2120,fascinated,intrigue,1
2121,miserable,poor,1
2122,miserable,downhearted,2
2123,miserable,worthless,2
2124,miserable,criminal,2
2125,miserable,crushed,2
2126,miserable,humbled,2
2127,miserable,pathetic,1
2128,miserable,ugly,2
2129,miserable,broken,2
2130,miserable,humble,2
2131,miserable,low,1
2132,miserable,small,2
2133,miserable,gloomy,2
2134,miserable,ridiculous,2
2135,miserable,agony,2
2136,miserable,dispirited,2
2137,miserable,blue,2
2138,miserable,distress,2
2139,miserable,depression,2
2140,miserable,downcast,2
2141,miserable,detestable,2
2142,miserable,unworthy,2
2143,miserable,grim,2
2144,miserable,woeful,1
2145,miserable,pitiful,1
2146,miserable,despicable,2
2147,miserable,piteous,1
2148,miserable,ache,2
2149,painful,horrible,2
2150,painful,terrible,1
2151,painful,amazing,2
2152,painful,awesome,2
2153,painful,sore,1
2154,painful,tender,2
2155,painful,dread,2
2156,painful,awful,1
2157,painful,ugly,2
2158,painful,annoying,2
2159,painful,frightful,2
2160,painful,dreadful,1
2161,painful,awed,2
2162,painful,bothersome,2
2163,painful,detestable,1
2164,painful,grievous,2
2165,painful,irritating,1
2166,painful,bother,2
2167,painful,sensitive,2
2168,painful,nasty,2
2169,smug,complacent,1
2170,poor,dead,2
2171,poor,worthless,2
2172,poor,pathetic,1
2173,poor,ugly,2
2174,poor,low,2
2175,poor,ridiculous,2
2176,poor,unworthy,2
2177,poor,woeful,2
2178,poor,pitiful,1
2179,poor,despicable,2
2180,poor,piteous,1
2181,accepted,hope,2
2182,accepted,need,2
2183,accepted,own,2
2184,accepted,recognized,0
2185,accepted,fancy,2
2186,disturbed,ill,2
2187,disturbed,nauseous,2
2188,disturbed,crazy,1
2189,disturbed,troubled,2
2190,disturbed,sore,2
2191,disturbed,frantic,2
2192,disturbed,broken,2
2193,disturbed,excite,2
2194,disturbed,wild,2
2195,disturbed,trouble,1
2196,disturbed,feeling,2
2197,disturbed,disturb,1
2198,disturbed,queasy,2
2199,disturbed,distress,2
2200,disturbed,beat,2
2201,disturbed,cats,2
2202,disturbed,grim,2
2203,disturbed,bother,2
2204,disturbed,nauseated,2
2205,disturbed,insane,2
2206,bothered,annoyance,1
2207,bothered,scare,2
2208,bothered,trouble,1
2209,bothered,disturb,2
2210,bothered,beat,2
2211,bothered,bother,1
2212,pissed,close,2
2213,pissed,vexed,2
2214,pissed,wealthy,2
2215,pissed,harried,2
2216,pissed,fast,2
2217,pissed,ridiculous,2
2218,pissed,miffed,1
2219,pissed,idiotic,2
2220,pissed,steadfast,2
2221,pissed,soaked,1
2222,pissed,steady,2
2223,pissed,laughable,2
2224,pissed,stronger,2
2225,pissed,closer,2
2226,pissed,loaded,1
2227,pissed,bother,2
2228,pissed,clear,2
2229,pissed,besotted,1
2230,pissed,wet,1
2231,pissed,peeved,1
2232,pissed,burn,2
2233,pissed,firm,2
2234,pissed,stiff,1
2235,pissed,unwavering,2
2236,pissed,nasty,2
2237,obligated,appreciation,2
2238,obligated,bond,2
2239,obligated,control,2
2240,obligated,entertain,2
2241,violated,shock,2
2242,violated,better,2
2243,violated,shame,2
2244,violated,part,2
2245,violated,delight,2
2246,violated,blue,2
2247,violated,outrage,1
2248,violated,discover,2
2249,violated,disgrace,2
2250,rested,peace,2
2251,rested,serenity,2
2252,rested,rest,1
2253,rested,relaxation,2
2254,rested,appease,2
2255,entitled,blue,2
2256,entitled,appease,2
2257,shock,broke,2
2258,shock,touched,2
2259,shock,dismayed,2
2260,shock,shameful,2
2261,shock,injured,2
2262,shock,outraged,1
2263,shock,stunned,2
2264,shock,appalled,1
2265,shock,traumatized,0
2266,shock,spoiled,2
2267,shock,broken,2
2268,shock,dazed,2
2269,shock,aghast,2
2270,shock,outrage,1
2271,shock,alarm,1
2272,shock,hurting,2
2273,shock,wasted,2
2274,shock,scandalous,2
2275,shock,wounded,2
2276,shock,indignant,2
2277,shock,shocking,1
2278,shock,dazzled,2
2279,warm,sore,2
2280,warm,tender,1
2281,warm,fast,2
2282,warm,cranky,2
2283,warm,flying,2
2284,warm,speedy,2
2285,warm,stronger,1
2286,warm,prompt,2
2287,warm,hard,2
2288,warm,warmer,1
2289,warm,agile,2
2290,warm,sensitive,2
2291,warm,firm,2
2292,warm,stiff,2
2293,assured,hope,2
2294,assured,anticipate,2
2295,assured,dependable,2
2296,assured,fit,2
2297,assured,dominance,2
2298,assured,discover,2
2299,assured,control,1
2300,assured,promise,1
2301,assured,fancy,2
2302,daring,fearless,2
2303,daring,hardy,2
2304,better,broke,1
2305,better,improved,1
2306,better,efficient,2
2307,better,serious,1
2308,better,close,2
2309,better,mature,2
2310,better,crushed,2
2311,better,humbled,2
2312,better,part,2
2313,better,broken,1
2314,better,honest,1
2315,better,low,2
2316,better,reliable,2
2317,better,right,1
2318,better,fair,2
2319,better,dangerous,2
2320,better,revealed,2
2321,better,heavy,2
2322,better,well,1
2323,better,tidy,2
2324,better,gone,2
2325,better,respectable,1
2326,better,safety,2
2327,better,honorable,1
2328,better,ruined,2
2329,better,worn,2
2330,better,costly,2
2331,better,grievous,2
2332,better,going,2
2333,better,interrupted,2
2334,better,proficient,1
2335,better,dependable,1
2336,better,developing,2
2337,better,failed,2
2338,better,effective,1
2339,better,discover,2
2340,better,beloved,2
2341,better,grave,2
2342,better,skillful,1
2343,better,earnest,2
2344,better,failing,2
2345,fatigued,chill,2
2346,fatigued,weary,1
2347,fatigued,dull,2
2348,fatigued,scare,2
2349,fatigued,spent,1
2350,fatigued,beat,1
2351,fatigued,worn-out,1
2352,bossy,dominating,1
2353,bossy,commanding,2
2354,engaged,occupied,1
2355,engaged,need,2
2356,engaged,control,2
2357,spiteful,vengeful,2
2358,spiteful,vindictive,1
2359,spiteful,revengeful,1
2360,longing,hunger,1
2361,longing,yearning,1
2362,longing,ache,2
2363,ill,nauseous,2
2364,ill,crazy,2
2365,ill,unwell,2
2366,ill,sickly,2
2367,ill,poorly,1
2368,ill,queasy,2
2369,ill,badly,1
2370,ill,unfortunate,2
2371,ill,cats,2
2372,ill,grim,2
2373,ill,nauseated,2
2374,ill,menacing,2
2375,blessed,doomed,2
