,node0,node1,weight
2376,blessed,picked,2
2377,blessed,savage,2
2378,blessed,thrill,2
2379,blessed,bless,1
2380,awestruck,awful,2
2381,awestruck,awed,0
2382,cared,trouble,2
2383,cared,want,2
2384,cared,plenty,2
2385,cared,same,2
2386,cared,mess,2
2387,cared,caution,2
2388,cared,attention,2
2389,abandoned,empty,1
2390,abandoned,neglectful,2
2391,abandoned,bleak,2
2392,abandoned,barren,2
2393,abandoned,hollow,2
2394,OK,alright,1
2395,OK,approving,1
2396,dirty,disgusting,2
2397,dirty,annoying,2
2398,dirty,gloomy,2
2399,dirty,yucky,2
2400,dirty,blue,2
2401,dirty,bothersome,2
2402,dirty,sloppy,2
2403,dirty,choked,2
2404,dirty,grim,2
2405,dirty,dark,2
2406,dirty,filthy,1
2407,dirty,irritating,2
2408,dirty,loathsome,2
2409,dirty,distasteful,2
2410,dirty,nasty,2
2411,exasperated,aggravate,0
2412,empowered,put,2
2413,empowered,clear,1
2414,vengeful,vindictive,1
2415,vengeful,revengeful,0
2416,trapped,cornered,1
2417,trapped,bond,2
2418,empty,resigned,2
2419,empty,complete,2
2420,empty,avoid,2
2421,empty,freed,2
2422,empty,clear,2
2423,empty,exonerated,2
2424,empty,hollow,1
2425,empty,released,2
2426,horrible,terrible,2
2427,horrible,worthless,2
2428,horrible,awful,2
2429,horrible,ugly,1
2430,horrible,frightful,1
2431,horrible,dreadful,2
2432,horrible,unworthy,2
2433,horrible,grievous,2
2434,horrible,alarm,2
2435,horrible,despicable,2
2436,bummed,stern,2
2437,bummed,cheesy,2
2438,contemplative,reflective,1
2439,contemplative,wistful,2
2440,contemplative,pensive,1
2441,victorious,triumphant,0
2442,victorious,jubilant,2
2443,victorious,prideful,2
2444,victorious,rejoicing,2
2445,victorious,winning,1
2446,stubborn,contrary,1
2447,inferior,lacking,2
2448,inferior,wanting,2
2449,disheartened,demoralized,1
2450,disheartened,dishearten,1
2451,despondent,brokenhearted,1
2452,dead,gross,2
2453,dead,amazing,2
2454,dead,puzzled,2
2455,dead,drained,0
2456,dead,complete,2
2457,dead,bewildered,2
2458,dead,vexed,2
2459,dead,crushed,2
2460,dead,dull,2
2461,dead,dumbfounded,2
2462,dead,stuck,2
2463,dead,wild,2
2464,dead,outsmarted,2
2465,dead,outwitted,2
2466,dead,asleep,2
2467,dead,beat,1
2468,dead,stupefied,2
2469,dead,baffled,2
2470,dead,mystified,2
2471,dead,numb,1
2472,dead,perfect,2
2473,dead,loose,2
2474,dead,expressed,2
2475,needed,lack,2
2476,needed,motivation,2
2477,needed,need,1
2478,needed,want,1
2479,needed,needful,0
2480,welcomed,welcome,1
2481,out,astonished,2
2482,out,stunned,1
2483,out,astounded,2
2484,out,dazed,2
2485,out,stupefied,2
2486,insecure,dangerous,1
2487,insecure,unsafe,0
2488,resigned,destitute,2
2489,resigned,detached,2
2490,resigned,going,2
2491,resigned,loss,2
2492,resigned,loose,2
2493,resigned,barren,2
2494,terrible,amazing,2
2495,terrible,disgusting,2
2496,terrible,awesome,2
2497,terrible,sore,2
2498,terrible,serious,2
2499,terrible,fantastic,2
2500,terrible,dread,1
2501,terrible,awful,1
2502,terrible,wonderful,2
2503,terrible,ugly,2
2504,terrible,scare,2
2505,terrible,feared,2
2506,terrible,dangerous,2
2507,terrible,frightful,1
2508,terrible,dreadful,1
2509,terrible,yucky,2
2510,terrible,apprehension,2
2511,terrible,awed,2
2512,terrible,stern,2
2513,terrible,fright,2
2514,terrible,wondrous,2
2515,terrible,detestable,1
2516,terrible,grievous,2
2517,terrible,irritating,2
2518,terrible,hard,2
2519,terrible,loathsome,2
2520,terrible,distasteful,2
2521,terrible,frighten,2
2522,terrible,marvelous,2
2523,terrible,cowardly,2
2524,terrible,grave,2
2525,terrible,nasty,2
2526,apathetic,neutral,1
2527,rich,lively,2
2528,rich,late,2
2529,rich,fat,1
2530,rich,naughty,2
2531,rich,blue,2
2532,rich,richer,1
2533,rich,plentiful,1
2534,undecided,receptive,2
2535,undecided,open,1
2536,undecided,clear,2
2537,undecided,loose,2
2538,undecided,opened,2
2539,hateful,thinking,2
2540,hateful,average,1
2541,pleasure,enthralled,2
2542,pleasure,enjoying,2
2543,pleasure,enjoyed,2
2544,pleasure,enjoy,2
2545,pleasure,delight,0
2546,pleasure,enraptured,2
2547,pleasure,pleasing,2
2548,pleasure,enchanted,2
2549,pleasure,reveled,2
2550,pleasure,rejoicing,2
2551,pleasure,joyousness,2
2552,pleasure,please,2
2553,pleasure,joys,1
2554,pleasure,joyed,2
2555,used,victimized,1
2556,used,exploited,1
2557,used,purpose,2
2558,informative,instructive,0
2559,informative,clear,1
2560,neglected,ignored,1
2561,neglected,lack,2
2562,neglected,negligence,2
2563,neglected,exclude,2
2564,pretty,clean,1
2565,pretty,jovial,2
2566,pretty,merry,2
2567,pretty,jolly,1
2568,pretty,fair,2
2569,pretty,mirthful,2
2570,pretty,average,2
2571,pretty,mediocre,2
2572,shame,compassion,2
2573,shame,pity,1
2574,shame,outraged,2
2575,shame,disgraced,1
2576,shame,outrage,2
2577,shame,shamed,1
2578,shame,demeaned,2
2579,shame,disgrace,1
2580,gleeful,triumphant,2
2581,gleeful,jubilant,1
2582,gleeful,prideful,2
2583,gleeful,rejoicing,2
2584,gleeful,elate,1
2585,thrifty,careful,0
2586,lively,hot,2
2587,lively,festive,2
2588,lively,alive,2
2589,lively,jovial,2
2590,lively,awake,2
2591,lively,merry,1
2592,lively,fantastic,2
2593,lively,fresh,2
2594,lively,jolly,2
2595,lively,wonderful,2
2596,lively,peppy,2
2597,lively,spirited,2
2598,lively,naughty,2
2599,lively,experienced,2
2600,lively,watchful,2
2601,lively,mirthful,2
2602,lively,wondrous,2
2603,lively,blue,2
2604,lively,gone,2
2605,lively,resilient,1
2606,lively,going,2
2607,lively,richer,2
2608,lively,alarm,1
2609,lively,marvelous,2
2610,lively,knowing,2
2611,lively,alerted,2
2612,lively,bouncy,1
2613,vindictive,revengeful,1
2614,tense,tensed,1
2615,tense,forced,2
2616,tense,stress,2
2617,tense,constrained,2
2618,tense,tried,2
2619,tense,try,2
2620,unlucky,doomed,0
2621,isolated,uncaring,2
2622,isolated,part,2
2623,isolated,disjointed,2
2624,isolated,unknown,2
2625,isolated,detached,1
2626,isolated,dark,2
2627,isolated,stranded,1
2628,isolated,hidden,2
2629,isolated,vague,2
2630,static,tranquil,2
2631,static,stable,1
2632,static,calmed,2
2633,static,still,1
2634,static,eased,2
2635,exited,faint,2
2636,exited,going,2
2637,exited,loss,2
2638,exited,fit,2
2639,exited,clear,2
2640,exited,hap,2
2641,hot,alive,2
2642,hot,bitter,2
2643,hot,rage,2
2644,hot,wild,2
2645,hot,naughty,2
2646,hot,experienced,2
2647,hot,blue,2
2648,hot,gone,2
2649,hot,resilient,2
2650,hot,going,2
2651,hot,bother,2
2652,hot,knowing,2
2653,hot,bouncy,2
2654,unwanted,undesirable,0
2655,enamored,infatuated,0
2656,enamored,delight,2
2657,enamored,smitten,1
2658,enamored,apprehension,2
2659,enamored,intrigue,2
2660,dominant,triumph,2
2661,compassion,pity,1
2662,festive,jovial,2
2663,festive,merry,1
2664,festive,jolly,2
2665,festive,mirthful,2
2666,festive,cheery,2
2667,gross,complete,1
2668,gross,rude,2
2669,gross,insistent,2
2670,gross,cry,2
2671,gross,stern,2
2672,gross,ranked,2
2673,gross,weeping,2
2674,gross,ordered,2
2675,gross,exhaustive,2
2676,gross,bleak,2
2677,gross,perfect,1
2678,gross,barren,2
2679,gross,expressed,2
2680,gross,virtuous,2
2681,gross,primitive,2
2682,determination,close,1
2683,determination,intent,2
2684,determination,resolved,2
2685,determination,resolve,2
2686,determination,discover,2
2687,determination,purpose,1
2688,broke,weary,2
2689,broke,serious,2
2690,broke,dull,2
2691,broke,part,1
2692,broke,broken,2
2693,broke,honest,2
2694,broke,right,2
2695,broke,torn,2
2696,broke,disturb,2
2697,broke,well,2
2698,broke,open,2
2699,broke,respectable,2
2700,broke,outrage,2
2701,broke,honorable,2
2702,broke,worn,2
2703,broke,resolve,2
2704,broke,proficient,2
2705,broke,mute,2
2706,broke,uprise,2
2707,broke,dependable,2
2708,broke,super,2
2709,broke,fit,2
2710,broke,effective,2
2711,broke,discover,1
2712,broke,rise,2
2713,broke,control,2
2714,broke,skillful,2
2715,encouraging,supporting,1
2716,encouraging,improvement,2
2717,encouraging,rise,2
2718,occupied,trouble,2
2719,occupied,need,2
2720,occupied,rest,2
2721,occupied,satisfy,2
2722,attentive,careful,2
2723,uncaring,detached,0
2724,uncaring,thoughtless,0
2725,enthralled,enjoy,2
2726,enthralled,delight,1
2727,enthralled,entranced,1
2728,enthralled,captivated,1
2729,enthralled,outrage,2
2730,enthralled,please,2
2731,drunk,intoxicated,0
2732,drunk,inebriated,1
2733,drunk,odd,2
2734,drunk,soaked,2
2735,drunk,elate,2
2736,drunk,thrill,2
2737,organized,uprise,2
2738,organized,rise,2
2739,nauseous,disgusting,2
2740,nauseous,crazy,2
2741,nauseous,worthless,2
2742,nauseous,ugly,2
2743,nauseous,yucky,2
2744,nauseous,queasy,1
2745,nauseous,cats,2
2746,nauseous,unworthy,2
2747,nauseous,grim,2
2748,nauseous,despicable,2
2749,nauseous,loathsome,0
2750,nauseous,nauseated,1
2751,nauseous,distasteful,2
2752,nauseous,offensive,1
2753,sheepish,shamed,2
2754,unique,odd,2
2755,tensed,stress,2
2756,tensed,try,2
2757,amazing,awesome,0
2758,amazing,dread,2
2759,amazing,awful,1
2760,amazing,disturb,2
2761,amazing,frightful,2
2762,amazing,dreadful,2
2763,amazing,awed,2
2764,amazing,astonish,1
2765,amazing,put,2
2766,amazing,beat,1
2767,amazing,bond,2
2768,amazing,bother,2
2769,amazing,nasty,2
2770,aroused,touched,2
2771,aroused,emotional,0
2772,aroused,alive,2
2773,aroused,horny,0
2774,aroused,awake,1
2775,aroused,frantic,2
2776,aroused,stimulated,1
2777,aroused,moved,2
2778,aroused,excite,1
2779,aroused,steady,2
2780,aroused,sticky,2
2781,aroused,poise,2
2782,aroused,rise,2
2783,aroused,burn,2
2784,driven,intent,2
2785,driven,pressure,2
2786,driven,need,2
2787,driven,energy,2
2788,driven,beat,2
2789,driven,dictated,2
2790,driven,strength,2
2791,driven,power,2
2792,driven,purpose,2
2793,driven,objective,2
2794,attracted,clear,2
2795,wise,reckless,2
2796,wise,clean,2
2797,wise,invigorated,2
2798,wise,fresh,1
2799,wise,sassy,1
2800,wise,learned,2
2801,wise,sweet,2
2802,wise,aching,2
2803,wise,wiser,1
2804,wise,reinvigorated,2
2805,wise,hurting,2
2806,wise,smarter,1
2807,wise,knowing,1
2808,wise,ache,2
2809,unappreciated,unknown,2
2810,unappreciated,ungrateful,1
2811,frugal,spoiled,2
2812,frugal,thwarted,2
2813,frugal,baffled,2
2814,frugal,economical,0
2815,greedy,famished,2
2816,greedy,envious,2
2817,greedy,starved,2
2818,greedy,ravenous,2
2819,jittery,uptight,1
2820,jittery,jumpy,1
2821,jittery,edgy,0
2822,jittery,cheeky,2
2823,disrespected,contempt,1
2824,astonished,stunned,1
2825,astonished,astounded,1
2826,astonished,dazed,2
2827,astonished,astonish,1
2828,astonished,beat,2
2829,astonished,stupefied,2
2830,belonging,fit,2
2831,secretive,close,0
2832,secretive,closer,1
2833,puzzled,disturb,2
2834,puzzled,astonish,1
2835,puzzled,put,2
2836,puzzled,beat,1
2837,puzzled,bond,2
2838,puzzled,bother,2
2839,welcoming,welcome,1
2840,touched,stimulated,2
2841,touched,moved,1
2842,touched,excite,2
2843,touched,trouble,2
2844,touched,feeling,2
2845,touched,disturb,1
2846,touched,satisfy,2
2847,touched,prompt,2
2848,touched,fit,2
2849,disgusting,yucky,1
2850,disgusting,queasy,2
2851,disgusting,choked,2
2852,disgusting,filthy,2
2853,disgusting,loathsome,1
2854,disgusting,distasteful,1
2855,disgusting,offensive,2
2856,disgusting,nasty,2
2857,lacking,wanting,1
2858,lacking,missing,1
2859,lacking,lack,1
2860,lacking,absentminded,1
2861,lacking,need,2
2862,lacking,want,2
2863,lacking,removed,2
2864,grief,sorrow,0
2865,grief,grieved,1
2866,grief,grieving,2
2867,grief,heartache,1
2868,grief,heartbreak,1
2869,enjoying,enjoy,1
2870,enjoying,delight,1
2871,enjoying,passion,2
2872,enjoying,please,2
2873,enjoying,beloved,2
2874,enjoying,zest,2
2875,curiosity,admiration,2
2876,curiosity,wonder,1
2877,curiosity,wonderment,2
2878,curiosity,questioning,2
2879,curiosity,inquiring,2
2880,curiosity,wondering,2
2881,curiosity,marveled,2
2882,curiosity,questioned,2
2883,hope,anticipated,2
2884,hope,wanting,2
2885,hope,anticipating,2
2886,hope,accepting,2
2887,hope,committed,2
2888,hope,trustful,2
2889,hope,confidence,2
2890,hope,hoping,1
2891,hope,trusted,1
2892,hope,sure,2
2893,hope,desired,1
2894,hope,want,1
2895,hope,entrusting,2
2896,hope,anticipate,2
2897,hope,foreboding,2
2898,hope,believed,2
2899,hope,promise,1
2900,hope,fancy,2
2901,crazy,sore,2
2902,crazy,frantic,2
2903,crazy,fantastic,2
2904,crazy,violent,2
2905,crazy,wild,1
2906,crazy,trouble,2
2907,crazy,disturb,2
2908,crazy,queasy,2
2909,crazy,cats,2
2910,crazy,grim,2
2911,crazy,savage,2
2912,crazy,nauseated,2
2913,crazy,insane,2
2914,involved,tough,2
2915,involved,motivation,2
2916,involved,need,1
2917,involved,want,2
2918,involved,respect,2
2919,involved,elusive,2
2920,dismayed,appalled,1
2921,dismayed,aghast,0
2922,dismayed,outrage,2
2923,dismayed,consternation,2
2924,dismayed,alarm,1
2925,reckless,wiser,2
2926,hunger,famished,1
2927,hunger,starving,1
2928,hunger,desired,2
2929,hunger,lust,1
2930,hunger,yearning,2
2931,hunger,starved,1
2932,hunger,ravenous,2
2933,grumpy,picky,2
2934,grumpy,spoiled,2
2935,grumpy,thwarted,2
2936,grumpy,baffled,2
2937,grumpy,particular,2
2938,pity,disgraced,2
2939,pity,shamed,2
2940,pity,disgrace,2
2941,chill,weary,2
2942,chill,dull,2
2943,chill,scary,1
2944,chill,scare,2
2945,chill,inebriated,2
2946,chill,jaded,2
2947,chill,beat,2
2948,chill,trembling,2
2949,chill,chilled,0
2950,chill,poise,2
2951,chill,thrill,1
2952,chill,tickled,2
2953,chill,shivering,0
2954,admiration,respected,2
2955,admiration,wonder,0
2956,admiration,valued,2
2957,admiration,appreciation,0
2958,admiration,wonderment,0
2959,admiration,respect,2
2960,admiration,questioning,2
2961,admiration,inquiring,2
2962,admiration,wondering,2
2963,admiration,marveled,1
2964,admiration,questioned,2
2965,clean,weak,2
2966,clean,sporty,0
2967,clean,invigorated,2
2968,clean,fresh,1
2969,clean,jolly,2
2970,clean,deprived,2
2971,clean,honest,2
2972,clean,fair,1
2973,clean,sassy,2
2974,clean,realized,2
2975,clean,lightheaded,2
2976,clean,open,2
2977,clean,sweet,2
2978,clean,orderly,2
2979,clean,neat,1
2980,clean,livid,2
2981,clean,faint,2
2982,clean,wiser,2
2983,clean,picked,1
2984,clean,reinvigorated,2
2985,clean,average,2
2986,clean,smarter,2
2987,clean,clear,1
2988,clean,exonerated,2
2989,clean,loose,2
2990,clean,mediocre,2
2991,clean,illuminated,2
2992,clean,cleansed,0
2993,clean,promiscuous,2
2994,emotional,horny,2
2995,emotional,awake,2
2996,emotional,frantic,2
2997,emotional,stimulated,2
2998,emotional,excite,2
2999,concentrated,stress,2
3000,concentrated,tough,2
3001,concentrated,heavy,2
3002,concentrated,stronger,2
3003,concentrated,punishing,2
3004,concentrated,hard,1
3005,concentrated,difficult,2
3006,alive,awake,1
3007,alive,merry,2
3008,alive,experienced,2
3009,alive,watchful,2
3010,alive,animated,0
3011,alive,gone,2
3012,alive,resilient,2
3013,alive,going,2
3014,alive,alarm,2
3015,alive,knowing,2
3016,alive,alerted,2
3017,alive,bouncy,2
3018,alive,dynamic,2
3019,triumphant,jubilant,1
3020,triumphant,prideful,1
3021,triumphant,jubilation,2
3022,triumphant,haughty,2
3023,triumphant,triumph,2
3024,triumphant,disdainful,2
3025,triumphant,overbearing,2
3026,triumphant,rejoicing,1
3027,triumphant,winning,2
3028,gratified,satisfy,1
3029,improved,serious,2
3030,improved,honest,2
3031,improved,right,2
3032,improved,well,2
3033,improved,respectable,2
3034,improved,honorable,2
3035,improved,proficient,2
3036,improved,dependable,2
3037,improved,effective,2
3038,improved,skillful,2
3039,excluded,close,2
3040,excluded,avoid,2
3041,excluded,uprise,2
3042,excluded,exclude,1
3043,excluded,rise,2
3044,charitable,benevolent,0
3045,respected,respect,1
3046,respected,award,2
3047,respected,discover,2
3048,drained,beat,2
3049,drained,numb,2
3050,weird,spiritual,2
3051,anticipated,cry,2
3052,anticipated,anticipate,0
3053,anticipated,antagonistic,2
3054,anticipated,promise,1
3055,industrious,hardworking,0
3056,weak,lightheaded,2
3057,weak,timid,2
3058,weak,faint,1
3059,weak,feeble,1
3060,weak,clear,2
3061,weak,loose,2
3062,weak,illuminated,2
3063,weak,vague,2
3064,weak,promiscuous,2
3065,weary,boring,2
3066,weary,dull,2
3067,weary,broken,2
3068,weary,scare,2
3069,weary,jaded,1
3070,weary,spent,2
3071,weary,worn,1
3072,weary,worn-out,2
3073,ignorant,unknowing,0
3074,ignorant,unbelieving,2
3075,famished,starving,2
3076,famished,lust,2
3077,famished,starved,1
3078,famished,ravenous,1
3079,pumped,wired,1
3080,reflective,wistful,2
3081,reflective,pensive,1
3082,jubilant,prideful,1
3083,jubilant,jubilation,2
3084,jubilant,haughty,2
3085,jubilant,triumph,2
3086,jubilant,disdainful,2
3087,jubilant,overbearing,2
3088,jubilant,rejoicing,1
3089,jubilant,elate,1
3090,wanting,missing,1
3091,wanting,lack,2
3092,wanting,absentminded,1
3093,wanting,motivation,2
3094,wanting,need,1
3095,wanting,want,1
3096,wanting,removed,2
3097,complete,close,2
3098,complete,fat,2
3099,complete,realized,2
3100,complete,stern,2
3101,complete,removed,2
3102,complete,ruined,2
3103,complete,done,2
3104,complete,resolve,2
3105,complete,apprehended,2
3106,complete,exhaustive,2
3107,complete,freed,2
3108,complete,bleak,2
3109,complete,perfect,1
3110,complete,clear,2
3111,complete,exonerated,2
3112,complete,knowing,2
3113,complete,barren,2
3114,complete,recognized,2
3115,complete,expressed,2
3116,complete,virtuous,2
3117,complete,released,2
3118,neutral,sluggish,2
3119,despair,despairing,0
3120,despair,desperation,0
3121,despair,despaired,0
3122,troubled,annoyance,2
3123,troubled,broken,2
3124,troubled,exuberant,2
3125,troubled,trouble,1
3126,troubled,fast,2
3127,troubled,disturb,1
3128,troubled,bother,1
3129,troubled,hurting,2
3130,shameful,outrage,2
3131,shameful,grim,2
3132,shameful,dark,2
3133,shameful,bleak,2
3134,shameful,scandalous,1
3135,shameful,shocking,1
3136,shameful,abusive,2
3137,enjoyed,enjoy,1
3138,enjoyed,delight,1
3139,enjoyed,passion,2
3140,enjoyed,please,2
3141,enjoyed,beloved,2
3142,enjoyed,zest,2
3143,irritable,tender,2
3144,irritable,annoying,2
3145,irritable,cranky,0
3146,irritable,bothersome,2
3147,irritable,irritating,2
3148,irritable,excitable,0
3149,enjoy,delight,1
3150,enjoy,passion,2
3151,enjoy,enraptured,2
3152,enjoy,pleasing,2
3153,enjoy,enchanted,2
3154,enjoy,entranced,2
3155,enjoy,captivated,2
3156,enjoy,reveled,1
3157,enjoy,please,2
3158,enjoy,beloved,2
3159,enjoy,knowing,2
3160,enjoy,joys,2
3161,enjoy,zest,2
3162,heroic,talkative,2
3163,heroic,fantastic,2
3164,heroic,wonderful,2
3165,heroic,despairing,1
3166,heroic,wondrous,2
3167,heroic,epic,1
3168,heroic,elevated,2
3169,heroic,marvelous,2
3170,heroic,idealistic,2
3171,anticipating,cry,2
3172,anticipating,anticipate,0
3173,anticipating,antagonistic,2
3174,anticipating,promise,1
3175,late,old,2
3176,late,slow,2
3177,late,older,2
3178,late,richer,2
3179,angered,wild,2
3180,angered,infuriated,0
3181,angered,wrath,2
3182,angered,fierce,2
3183,angered,savage,2
3184,nurturing,stern,2
3185,nurturing,rise,2
3186,sympathy,apprehension,2
3187,accomplishment,achievement,0
3188,relax,liberated,2
3189,relax,slow,2
3190,relax,open,2
3191,relax,relaxation,2
3192,relax,restful,2
3193,relax,freed,2
3194,relax,loose,1
3195,relax,escaped,2
3196,relax,released,2
3197,relax,promiscuous,2
3198,awesome,dread,2
3199,awesome,awful,1
3200,awesome,frightful,2
3201,awesome,dreadful,2
3202,awesome,awed,2
3203,awesome,astonish,2
3204,awesome,beat,2
3205,awesome,nasty,2
3206,boastful,magnanimous,2
3207,boastful,heavy,2
3208,boastful,large,2
3209,boastful,triumph,2
3210,boastful,big,0
3211,boastful,adult,1
3212,boastful,handsome,2
3213,contempt,disdain,1
3214,contempt,scorned,2
3215,contempt,scorn,1
3216,contempt,spurned,2
3217,enjoyable,satisfy,2
3218,enjoyable,sweet,2
3219,comfort,rest,2
3220,comfort,relaxation,2
3221,comfort,alleviated,2
3222,comfort,still,2
3223,comfort,eased,1
3224,gracious,benign,1
3225,gracious,courteous,0
3226,gracious,skillful,2
3227,sly,crafty,0
3228,sly,cunning,1
3229,sly,tricky,1
3230,sly,cute,2
3231,sly,dodgy,1
3232,talented,gifted,0
3233,efficient,effective,0
3234,nonchalant,casual,0
3235,annoyance,inconvenienced,2
3236,annoyance,irritation,1
3237,annoyance,vexed,2
3238,annoyance,annoying,1
3239,annoyance,discomfort,2
3240,annoyance,trouble,2
3241,annoyance,worries,2
3242,annoyance,bothersome,2
3243,annoyance,irritating,1
3244,annoyance,bother,1
3245,annoyance,hurting,2
3246,disoriented,bewildered,2
3247,disoriented,doomed,2
3248,disoriented,disjointed,2
3249,disoriented,broken,2
3250,disoriented,preoccupied,2
3251,disoriented,missed,2
3252,disoriented,baffled,2
3253,disoriented,alienated,0
3254,ignored,emasculated,2
3255,ignored,negligence,2
3256,ignored,burn,2
3257,injured,distress,2
3258,injured,outrage,2
3259,injured,wounded,2
3260,injured,ache,2
3261,sore,tender,1
3262,sore,rude,2
3263,sore,frantic,2
3264,sore,awful,2
3265,sore,dreadful,2
3266,sore,cranky,2
3267,sore,naked,2
3268,sore,natural,2
3269,sore,irritating,2
3270,sore,feisty,1
3271,sore,bleak,2
3272,sore,warmer,2
3273,sore,sensitive,1
3274,sore,insane,2
3275,sore,sensible,2
3276,serene,tranquil,1
3277,serene,steady,2
3278,serene,calmed,2
3279,serene,still,2
3280,cultured,polite,1
3281,loyal,fast,0
3282,loyal,patriotic,0
3283,loyal,steadfast,2
3284,loyal,steady,2
3285,loyal,flying,2
3286,loyal,stronger,2
3287,loyal,firm,1
3288,loyal,stiff,2
3289,loyal,unwavering,2
3290,sporty,fresh,2
3291,sporty,fair,2
3292,sporty,loud,2
3293,sporty,neat,2
3294,sporty,picked,2
3295,sporty,clear,2
3296,sporty,cleansed,2
3297,observant,respect,2
3298,observant,discover,2
3299,abused,cry,2
3300,abused,mistreated,1
3301,outraged,delight,2
3302,outraged,blue,2
3303,outraged,outrage,1
3304,outraged,alarm,1
3305,outraged,indignant,1
3306,outraged,disgrace,2
3307,stunned,dumbfounded,2
3308,stunned,astounded,1
3309,stunned,dazed,1
3310,stunned,astonish,2
3311,stunned,beat,2
3312,stunned,stupefied,1
3313,stunned,groggy,2
3314,stunned,flabbergasted,2
3315,downhearted,listless,2
3316,downhearted,crushed,2
3317,downhearted,humbled,2
3318,downhearted,broken,2
3319,downhearted,humble,2
3320,downhearted,low,1
3321,downhearted,small,2
3322,downhearted,naughty,2
3323,downhearted,gloomy,1
3324,downhearted,dispirited,1
3325,downhearted,stern,2
3326,downhearted,relentless,2
3327,downhearted,blue,0
3328,downhearted,depression,2
3329,downhearted,downcast,1
3330,downhearted,sulky,2
3331,downhearted,grim,1
3332,downhearted,dark,2
3333,downhearted,unforgiving,2
3334,courageous,fearless,2
3335,courageous,hardy,2
3336,tender,rude,2
3337,tender,cranky,1
3338,tender,naked,2
3339,tender,natural,2
3340,tender,stronger,2
3341,tender,boss,2
3342,tender,providing,2
3343,tender,pressed,2
3344,tender,bleak,2
3345,tender,warmer,1
3346,tender,inviting,2
3347,tender,sensitive,1
3348,tender,sensible,2
3349,deceived,mislead,2
3350,appalled,aghast,0
3351,appalled,outrage,1
3352,appalled,consternation,2
3353,appalled,alarm,1
3354,bitter,resentment,2
3355,bitter,burn,2
3356,attached,committed,0
3357,attached,put,2
3358,attached,bond,1
3359,attached,attachment,2
3360,achieved,discover,2
3361,forgotten,embarrass,2
3362,peace,serenity,1
3363,peace,rest,2
3364,peace,relaxation,2
3365,bewildered,doomed,2
3366,bewildered,disjointed,2
3367,bewildered,broken,2
3368,bewildered,preoccupied,2
3369,bewildered,disturb,2
3370,bewildered,missed,2
3371,bewildered,astonish,1
3372,bewildered,put,2
3373,bewildered,beat,1
3374,bewildered,baffled,1
3375,bewildered,bond,2
3376,bewildered,bother,2
3377,horny,awake,2
3378,horny,stimulated,2
3379,horny,excite,2
3380,horny,sticky,2
3381,resentment,irked,2
3382,forced,stress,2
3383,forced,rage,2
3384,forced,pressure,1
3385,forced,constrained,1
3386,forced,energy,2
3387,forced,whole,2
3388,forced,strength,2
3389,forced,power,2
3390,forced,try,2
3391,rude,naked,2
3392,rude,natural,1
3393,rude,bleak,2
3394,rude,sensitive,2
3395,rude,primitive,1
3396,reassured,control,2
3397,reassured,promise,2
3398,rejuvenated,rejuvenate,1
3399,hostile,unfriendly,0
3400,old,older,1
3401,crafty,cunning,0
3402,crafty,tricky,1
3403,crafty,cute,2
3404,crafty,dodgy,1
3405,jovial,merry,1
3406,jovial,jolly,1
3407,jovial,mirthful,1
3408,jovial,cheery,2
3409,jovial,laughable,2
3410,invigorated,fresh,1
3411,invigorated,sassy,2
3412,invigorated,sweet,2
3413,invigorated,wiser,2
3414,invigorated,reinvigorated,1
3415,invigorated,prompt,2
3416,invigorated,smarter,2
3417,invigorated,thrill,2
3418,listless,low,2
3419,listless,gloomy,2
3420,listless,dispirited,0
3421,listless,blue,1
3422,listless,downcast,2
3423,listless,grim,2
3424,worrisome,trouble,2
3425,worrisome,disturb,2
3426,worrisome,distress,2
3427,worrisome,bother,2
3428,worrisome,pitiful,2
3429,serious,broken,2
3430,serious,honest,2
3431,serious,safer,2
3432,serious,right,2
3433,serious,dangerous,0
3434,serious,heavy,2
3435,serious,well,2
3436,serious,solemn,2
3437,serious,unsafe,1
3438,serious,stern,2
3439,serious,respectable,2
3440,serious,honorable,2
3441,serious,grievous,1
3442,serious,proficient,2
3443,serious,dependable,2
3444,serious,hard,2
3445,serious,effective,2
3446,serious,grave,1
3447,serious,skillful,2
3448,accommodating,cooperative,1
3449,accommodating,appreciation,2
3450,accommodating,fit,1
3451,accommodating,appease,2
3452,accommodating,control,2
3453,accommodating,entertain,2
3454,liberated,destitute,2
3455,liberated,detached,2
3456,liberated,open,2
3457,liberated,going,2
3458,liberated,loss,2
3459,liberated,loose,1
3460,liberated,barren,2
3461,liberated,escaped,2
3462,liberated,promiscuous,2
3463,awake,merry,2
3464,awake,stimulated,1
3465,awake,excite,2
3466,awake,exciting,2
3467,awake,provoked,2
3468,awake,watchful,2
3469,awake,animated,2
3470,awake,heated,2
3471,awake,alarm,1
3472,awake,alerted,2
3473,caught,delight,2
3474,caught,apprehension,2
3475,caught,beat,2
3476,caught,elate,2
3477,caught,clear,2
3478,caught,discover,2
3479,caught,intrigue,2
3480,caught,control,2
3481,caught,fancy,2
3482,merry,fantastic,2
3483,merry,fresh,2
3484,merry,jolly,1
3485,merry,wonderful,2
3486,merry,peppy,2
3487,merry,spirited,2
3488,merry,watchful,2
3489,merry,mirthful,1
3490,merry,wondrous,2
3491,merry,cheery,2
3492,merry,resilient,2
